Id	EssayText
15748	1) Osmosis, which is the movement of water into and out of the cell membrane.2)
15749	use there tails to whip around and transfer information.they stretch out and find something closest to them.connect together and form one cell.
15750	MOVEMENNREPRODUCINGGATHERING FOOD
15751	1.kill the white cells2.clean throughout your body3.rum blood through you whole body
15752	first they have to be a substance that the cell requires. then it passes through the membrane through a certain canel. finally its absorbed by the cell
15753	OSMISOSDIFFUSION
15754	Krebs CycleCellular respirationCell Theory
15755	they let things in and out. They have instructions for eeverything. And they know what to do.
15756	expell waste
15757	It can control it throughout Mitosis and Meosis
15758	osmosis- when water is diffused across a membrane from more concentrated to less concentrated.diffusion- materials that are crossed over from the membraneactive transport
15759	-Some cells have membrane bound organelles that seperate the different types of organelles.-
15760	Diffusion     Substances like nutrients can move across the cell membrane through diffusion which allows them through little pores.Osmosis     Substances, mainly water, moves through the cell through Osmosis through little pores also.Active Transport     Active Transport allows larger substances to move through the cell membrane when they can't pass through the pores. In active transport, Energy helps move substances through the actual membrane.
15761	Active transport is when the movement is used with the need of energy.Pasive transport is when the movement is used without energy.The sodium potassium pump is a type of movement that requires energy.
15762	Osmosis is when water moves across the membrane.Active transport is when energy is needed to move the substance across the membrane.Passive transport is when no energy is needed.For bigger particals, a protein is used.The cell can also surround a partical and absorbe it. It is the oppisite for removing a partical.
15763	the cell membrane, mitochondria, and ribosomes.
15764	Telephase, which separates the two membranes.Anaphase, and Interphase
15765	To cross the cell membrane, proteins help molecules across. Lypid heads on the outer layer and on the inner layer help to secure the cell membrane. Phosphate heads help to secure the membrane as well, to make sure nothing comes out or in that isn't suppose to.
15766	A concentration gradient is the movement from a bound structure into another, so therefor this would be one way cells control movement. Another way is organelles. Organelles all have different purposes of being in the cell, some may perform the task on controling what comes in and out of a cell. Another way is the Lysosomes because they are the 'digesters' in the cell so this would export substances that are not needed.
15767	Tails for movement such as: flagella (propel them) slimy like substances that help glide, and also thin shaped tails that help frequent movement.
15768	They use their bodys, tails, and the use their surrounds to help them.
15769	The cell membrane has several ways to let things in and out of the cell. The cell membrane is made of up phospate heads and lipid tails. These are next to each other creating a solid block for the cell. Things that let things in and out of the cell are a mitchochondra. These lets things transport in and out of the cell. Some things are so microscopic that they can go through the cell wall and back without being noticed. Some have to be checked for safety by the cell membrane to make sure everything inside of the cell is save. Even though these methods are used some things are very small and can fit through the cell membrane and go into the cell without even  being noticed, this is where different things come in and help out the cell.
15770	Cells use Difusion.Cells use other things too.
15771	reproductionnucluesnucleous
15772	1. lets things in and out     2. helps move needed substanaces so where they need to be     3.
15773	tHE calls have things inside them called organismsand hey help more thsiq dhoi eidnsn stuff around andnwhatnot
15774	Thre processes are osmosis, diffusion and  and absorbtion. They are all brought accross the cell membrane and into the cell. Osmosis is when the cell balances what is outside the cell with what is inside the cell. Diffusion is where substances move outside of the cell, and Absorbtion is where a cell has substance enter inside of it.
15775	small prob like hairs detect incomming objectsthe object then passes through the cell wall through small openingsthen the object is absorbed through the cell membrane
15776	Defusion the substance moves through the cell membrain.
15777	They use there tails. Two they float. Three they swim.
15778	diffusion- when water crosses a membrane into a cellfacilty diffusion- when water crosses into the membrane, the cell becomes smaller
15779	1.)Mitosis.           2.)Meiosis.3.)
15780	metophase anaphase telophasephophase
15781	The cell uses diffusion, active transport and inactive transport. Diffusion is where a substance moves across the membrane by the membrane letting it. Active transport is where the cell uses energy to do this and inactive transport is where no energy is used to transport substances across the cell.
15782	The nuclus, cell wall, and protiens.Nuclus tells the cell what to do. The cell wall portectes the cell. And the protiens helps the cell
15783	gradualismconvergent evolutiondivergent evolution
15784	1. The 'password' or the 'handshake method' this shows what can come in and what can't come in during the cell cycle process.2. The cell membrane is what seperates the good and the bad so anything trying to enter through the cell wall is what is meant to be kept out. 3. When something tries to get into the cell membrane the cells regulate the flow of all substances keeping anything that has to stay out, out.
15785	Cells make protein channels that allow certain things to move across  the cell membrane. They allow substances to move in and out of the cell. They also have the cytoplasm which can control how things move around the inside of the cell. Lastly, things diffuse in the cell where particles come in and out because there is low concertration in one area and that is where they want to move so it isn't as crowded. This causes thing to constantly move across the cell.
15786	Ther are many differnet types of cells. Nerve cells it can tell when you are nervous and you could be nervous about something else. Brian cells you have them to think things through and you need them.
15787	The substances will first be checked and sorted according to bad and good. Then the cell membrane will allow it to pass through and will seperate from there. By then the substances will be put to work to form more cell membranes.
15788	#NAME?
15789	Homeostasis is created by water soluable substances passing through the nucleuses of the cells. It also helps with controlling the movement of substances across the cell membrane. Another step used by cells to control the movement of substances across the cell membrane is permeable selection. Permeable selection allows the cell to control and decide what it wants to pass through the cell mebrane.
15790	1. The cytoplasm2. Fagelens3. mRNA
15791	When one attaches, another comes and knocks the one before away, also creating a protein build up.
15792	hypertension - cell shirnksHypotension - cell swellsIonictension - cell stays the same
15793	The three processes used by cells to control the movement of substances across the cell membrane are gliding, forward/backward moving and side to side moving.
15794	Active transportation, cell division, and passive transportation.
15795	homostiis
15796	The three processes used is chemicals in it.
15797	1)Osmosis is the process of water moving freely into and out of the cell.2)Chemical Pathways provide entry points for substances that are normally too big to enter the cell.3)In photosynthesis, the water-splitting enzyme allows water to come into the cell so that energy may be produced.
15798	stems, leafs,& rootsstems: allow food and water to gbe circulated through areasleafs: recieve sun light and rain which helps provide the plant with life.roots: for nutrients from dirt
15799	Cells are able to move substances across the cell membrane by transformation. Cells use transformation to transport different substances.
15800	The cell moves back and forth from Osmosis. Homeostasis. It comes from the cell. Passive Transportation. It goes right by the cell.
15801	Respiration controls the amount of oxygen coming into the body and the amount of carbon exiting the body.  Digestion regulates the income and outcome of nutrients and wastes in the body.  The production of hormones is another important process.  Hormones, regulate some of the actions of the body's organs.
15802	1. They keep bacteria out of the cell.2. They limit the amount of growth in the cell 3. They keep it healthy.
15803	The three processes used by a cell to control the movement of substances across the cell membrane is DNA, RNA, and protein.
15804	1. Osmosis, a process in which substances are moved across the cell through the water.2.3.
15805	Exocytosis removes harmful wastes. Endocytosis allows helpful nutrients to enter through the cell membrane.  Diffusion moves cells from an overpopulated area to one less populated
15806	1. flagellum--a whip-like structure that helps the organism move.2. nucleus--the nucleus is the brain and tells how everything should move and where it is going. 3. the cell membrane--this is also a helper when moving around.
15807	Three types of processes used by the cell to control the movement of substances across the cell membrane, are its cytoplasm, nucleus, and if it is a plant celll the chloroplast.
15808	flagullembody
15809	the cell membrane controls what comes in and what goes out.
15810	Interphase: It's the begininng of the cell cycle.                              Anaphase: It's the second phase of the cell cycle.                         Telophase: It's the final stage of the cell cycle.
15811	1.little hairs on the outter layer of the cell brush the substances away2.slime slips off connecting to the substances3.the cell collects the substances for food
15812	cell divion miotosis metosis
15813	1.Reproduce2.Move3.Reproduction
15814	Cells use osmosis, active transport, and passive transport. osmosis moves water through the cell membrane by having to much pressure or to little pressuure on the cell membrane. Passive transport is that when there is too much pressure on the inside of a cell the substance on the inside of the cell kinda get pushed out of the cell so pressure can be relieved. active transport is when substance move across the membrane into pressure so it requires more energy from the cell to move across the membrane.
15815	Osmosis, Is the movement of water across the membrain. Endocitosis, is the movement of things in to the cell. Exocitosis, is the movement of things out of the cell.
15816	MOVEMENT,reprodution, and mesois
15817	Cells have endocytosis. Endocytosis is where the large compounds come into the cell throught the membrane.Cells have passive transport. This is where compounds come through with out using energy.Cells have active transport. This is where compounds come through using energy.
15818	They use diffusion to transport things across a membrane.
15819	Selective permeable membrane allows only what needs to get through to get through.
15820	Diffusion-Osmosis- Makes the water leave or go into the cell.Passive Transport- Where there is more of something inside the cell than there is outside of the cell. Some of the things inside the cell move to the outside to create equilibrium.
15821	Osmosis,The movement of water across of a cell.DIFFUSION,The seperating of cells.
15822	DIFFUSION, OSMOSIS,ABSORPSTION
15823	Active transport uses energy. It moves from areas of lesser concentration to areas of greater concentration.Passive transport does not use energy, such as osmosis, it simply moves to areas of greater concentration to areas of lesser concentration.Oxygen and other substances are absorbed through the cell membrane.
15824	The cell has cytoplasm so everything in the cell can be held together.  It also goes through meisis to keep everything balanced inside. It also has the cell wall so nothing can get in and disturb the inside workings of the cell.
15825	cell growth, cell division,
15826	There is lots of fluid in the cell so substances can float about. Ribosomes tranfer substances across the membrane in the cell. Mitochandria carry substances around the cell.
15827	cytoplasm- the jelly like substancemitocrondira- the enegry ER-highway for cells
15828	Materials move into the cell through Passive transport, active transport, diffusion, and ossmosis. Passive transport doesn't require the cell to exert energy, but active transport does. Difusion is simply the movement of substances into and out of the cell. Ossmosis involves diffusion by use of water.
15829	A cell uses mRNA to move genetic information throughout the cell. A cell also uses tRNA to transfer information to a different part of the cell. Finally, a cell uses ribosomes to move information across the cell.
15830	reproduction is making 2 of itself, cloning which is making and identical of itself, prophase
15831	they used water,oygen,and movement.
15832	One of the three processes that a cell uses is osmosis. Osmosis is the diffusion of water through a selectively permeable membrane. Another process a cell uses is phagocytosis. phagocytosis is when the cell surrounds and engulfs the substance. Another process is endocytosis. Endocytosis is the process where the cell moves the substance across the cell membrane.
15833	diffusion- moves water to the cell membrane
15834	Three processes used by cells to control the movement of substances across the cell membrane are. * The golgi bodies  * lysosomes * protozoas
15835	1.Golgi apperates2.ATP3.proten
15836	One process used by cells to control the movement of substances across the cell membrane is osmosis. Where cells 'unconciously' transfer water in and out of their cell wall.  Another process is mitosis.
15837	Equillibrium, which is when they move across the membrane until both sides are balanced. Diffusion, which is when the substances diffuse across the membrane either into or out of the cell membrane. And when bacteria or another harmful substance tries to get into the cell, the cell membrane doesn't let them through. They do everthing they can to protect the nucleus.
15838	mRNAtRNARNA
15839	Puncutated equilibrium controls the movement by keeping everything in the middle of the cell and allowing nutrients to come in.
15840	Diffusion is used to flush substances in and out of the cell.  Osmosis is used to flush fluids in and out of the cell.  Exokenesis is used to rid the cell of larger particles.
15841	One of the three processes is diffusion.Another one of the processes is facilitated diffusion.The final one is osmosis.In diffusion particles move through th holes in the cell membrane.In facilitated diffusion an organelle helps particles that are to large to fit through the holes get in or out.In osmosis the cell membrane forms a bubble around the particle and either pulls it in or pushes it out.
15842	Three types of movement a cell may use to get substances across the cell membrane are; facilitated diffusion in which channels help substances get across the membrane, some cells use their psuedopods to absorb substances, and others use diffusion in which the substance goes from an area of high pressure to an area of low pressure.
15843	cytoplasm- plasma throughout the cell which organelles can move. lysosomes- carry proteins from mitochondria to nuclues
15844	Cell wall stops things from entering.  Things that are too large cannot enter the cell.
15845	Osmosis is the movement of water out of the cell membrane. Diffusion is the movement of substances into the cell through the cell membrane. Some cells have special vacuole sacs that are released out through the cell membrane. The sacs contain the cell's waste in it.
15846	First they go through miosis and do it that waySecond they go through mitosis and do it that wayThird they build a cell wall to protect it
15847	The first on is the passive transport which it moves items without and energy at all. The second one is the active transport which moves items by energy. The last on is diffusional fusion which randomly moves items.
15848	Diffusion Active Transport
15849	The flagealla is the taillike structure, which is used for movement. The body of the cell is to recongnize where the cell is going. The head of the cell is for the infectios part or helping part where it injects a virus or a anti virus to help the body.
15850	One step to moving substances across the cell membrane is using the mitochrondria. Another step to moving substances across the cell membrane is by using Lysosomes.The third step I would use is the Golgi Apparatus.
15851	The cell membrane opes to let the substance into the cell.
15852	Diffusion- movement from a high concentration to lowOsmosis- a movement across a semi-permeable membraneTransfusion- movement from low concentration to high
15853	cell memberain which controls the cellcytoskelon which gives the cell its shapethe cell its self which help all living to live
15854	The cell wall lets fluids and other object come through the cell. The cell membrane also lets other objects and fluid that haven't been filtered into it. The cell also absorbs fluid and other material into it.
15855	Selective permiability, protiens, increased boarder control.
15856	Semi-permiable membrane only allows substances to move across the membrane by passive and active transportation.  These let things like water go across the membrane.  With active and passive transportation the solutes will diffuse in and out of the cell to maintain their balance.  With passive transportation it does not use any energy for water to go exit and enter the cell through the processes of osmosis and diffusion.  With active transportation the water uses exocitosis and endocytosis.  All of these processes help balance out the cell and its environment to maintain homeostasis.
15857	interphasemitosis.G phase.
15858	1. Translation- involves mRNA and tRNA2. Transcription- invovles mRNA and tRNA3. Movition- involves moving
15859	Simi permeable membrain, mitosis, and cell transport.
15860	Cells control the movement of substances by decreasing the leves of protiens.They also control it by reducing the leves of oxygen.Another thing is that it will let only a few almounts of subatences to the cell mambrane.
15861	they filter them threw where they want them at
15862	Osmosis (The movement of water through the membrane), Active transport (Transport that uses ACP to move larger particles through the membrane), and Passive transport (Transport that doesn't use ACP and lets the smaller particles just slide through.)
15863	1 process is hypotonic, which allows water to come into the cell. Another process is hypertonic, which is when water goes out of the cell. One other process is isotonic, which is when there is an equal amount of water on the inside and outside of a cell.
15864	One way the cells control movment across the cell membrane are with simple diffusion.  another way they move around is by assisted diffusion.  the last way is by an opening in the membrane.
15865	Diffusion, fission, permeable membrane can occur in the cell.
15866	Phosplipid bilayer.Golgi apporatous.
15867	Active transport is where the cell uses energy to pass objects across the membrane, passive transport is where there is no energy required to pass objects across the membrane, and osmosis is when water difuses across the membrane.
15868	DIFFUSION
15869	They are Mitosis and Meiosis.
15870	Three processes used by cells to control the movement of substances across the cell membrane are the nuclues, cell membrane, and nucleotide.
15871	1.the vacolue move protien from the golgi aperatus2.the lysosome moves around the cell cleaning up old proteins and lipids3.the golgi aperatus catches proteins
15872	flow movement tail movementhow fast they move
15873	Cells use messengers to send information to and from the cell membrane.Cells have the cell wall to surround and protect the cell membrane.Cells have the nucleus in the center of the cell to move everything smoothly, like the heart in our bodies
15874	the nucleus tells everything where to gothere are specific organisms that help other organism move
15875	The cells have water inside the membrane to help with movement.
15876	Three processed used by cells to controll the movement of substances across the cell membrance are;
15877	medaphase where the chromosomes line up in the middle, interphase where the chromosomes are pulled apart, and telophase where the cell splits.
15878	Diffusion and osmosis are teo of the processes used by cells to control movement of substances across the cell membrane.  Diffusion is when the cell moves substances in or out of the cell membrane.  Osmosis is the movement of water in or out of the membrane.
15879	Percolation, allowing water in and out of the cell membrane through pours. Receptor proteins recieve certain proteins and transer them through the cell membrane. Transport proteins are basically open tubes that anything can get through, harmful or helpful.
15880	t RNA , m RNA , r RNA
15881	They use marker proteins to control what goes in and out.
15882	prophase,anaphase,telophase
15883	Cells control what comes in and out. Cells can carry things across the cell membrane. Cells control what can go across the cell membrane.
15884	Well the cell membrane only lets some things into the cell. They have these protien chanalas and they also have these active sites that let things in and out of the cell.
15885	The cell can use osmosis to help regulate the amount of water going in and out of the cell. Next the cell can send foreign substances out of the cell, such as bacteria. Then there are some parts of the membrane where certain things will only fit, such as food.
15886	3 process used by cells to control the movement of cells are;      1. They use parts of the body     2. They fly really fast     3. They're like superman
15887	Endocytosis - moving into a cell Exocytosis - moving out of a cell Diffusion - using wtaer to transer
15888	The cell membrane is used to control what enters and leaves the cell.The cell wall is used to keep things out of the cell that aren't supposed to be in there.The nucleus controls the whole cell and it sends signals to the cell wall or membrane to keep things out.
15889	One way is that the cell uses movement is it uses its flagellum
15890	Cells use transport proteins to move substances acrosss the plasma membrane. the substance moves through the protein and the plasma membrane.     Cells use diffusion to let some substances move through the plasma membrane.     Cells use active transport to transport substances through the plasma membrane.
15891	Flagellas use theyre whip-like structure at the ventral side of they're body to manover through the cell.
15892	Substances can enter a cell by going through the phosolipid bilayer, which is made of lipids. If a substance is large, it will go through a channel protein, the channel proteins have receptor cells that allow a certain substance to enter.
15893	To control the movement of the substances the ribosomes. golgi apparatus, and lysosomes control it.
15894	Three processes used by cells to control movement of substances is circulation, the amount, and space. The cells are continualy rotated by the heart pumping blood so they can move things in and out of where they are supposed to be. Second, Red blood cells carry oxygen and some waste out of the body. The cell has to know how much it can handle so it won't implode. Last the space. Cells must control how many there are of them so they will not run out of space to travel. If they run out of space the cells will not be able to carry out its normal functions of carrying out waste, carrying oxygen, or bring in nuturients needed for the body to maintain homeostatsis.
15895	revloution, reproduction...evolution?
15896	Provide food
15897	The cell membrane moves which makes it harder for substances to find their way inside the cell.The cell membrane has many channel proteins located on the outside that make it hard for large substances to fit throughThe cell membrane is a lipid bilayer which means it has two parts the middle is all fatty acids which can and tend to push things away
15898	The cells use anaphase, interphase, prophase, metaphase.
15899	Active transport, Passive transport, and Diffussion are three processes used by cells to control the movement of substances across the cell membrane.
15900	The three processes are osmosis, diffusion, and infusion.
15901	The cell membrane is airtight and doesn't allow anything unauthorized through it. Anything can come out but nothing can go in without its permission.
15902	1.) Diffusion- the movement of a particle across a cell membrane, can be active or passive2.)Osmosis- the movement of water across a cell membrane3.) Facilitated Diffusion- diffusion in which energy in the form of ATP is used to help large particles pass through the membrane
15903	Cells use osmosis which is the transport of liquid across the membrane without using energy. Cells also use diffusion which is the transport of particles across the membrane from the high concentration to a low concentration without using energy. Cells, lastly, use exocytosis and endocytosis which it the movement of large particles acrosse the membrane into the cell for endocytosis and out of the cell for exocytosis. This process uses energy.
15904	1Photosynthesis2Digestion3 I have Know idea ?
15905	One reason is that enzymes let stuff through the membrane.   Ozmosis is a process that lets stuff go throught the membrane.
15906	Endocyotsis, when food enters the cell through the cell membrane, exocytosis, when food exits as waste out of the cell, and translation, when the cell surrounds the food, and engulfs it.
15907	Three processes used by cells to control movement of substances across the cell membrane are then cilla and flagella.
15908	KEEPS CELLS CONSTANT IN MOVEMENTKEEPS THEM BALANCED
15909	Diffusion is the movement of particles, such as carbon dioxide, from an area of higher consentration to an area of lower consentration accross a cell membrane. Diffusion does not require energy. Osmosis is the diffusion of water across a simi-permeamble membrane. In Osmosis, particles go from an area of higher consentration to an area of lower consentration. Osmosis does not require energy. Active Transport is the movement of ions and other particles from an area of lower consentration to an area of higher consentration accross a cell membrane. Active Transport requires energy.
15910	cilia movement and soemthing else
15911	three processes used by cells are the mitosis,meiosis, and phosphate
15912	The three types of processes used by cells are osmosis( the movement of liquid through the cell wall), phagocytis
15913	Endocytosis, Exocytosis, And Solute-pumping.
15914	1. Cells have pores that allow things into the cell.2. Cells have carrier proteins that help move needed nutriets inside the cell
15915	CYTOPLASM      hold the cell.FLAGELLA     moves a cell.CILIA      also moves a cell.
15916	miosis is the multiplying of the cells
15917	1. nucleus2. endocytosis3.exocytosis
15918	1. Osmosis is the transfer of water across a mabrane.2. Active transport is where the cell uses energy to move substances across the membrane.3. Nonactive transport is where the cell does not use energy to move substances across a membrane.
15919	They use the cell membrane to determine who comes in and who goes out.They protect the cell's organelles with the cytoplasm.They surround the substance that wants to come in the cell to determine whether or not it is bad.
15920	They use the endoplasmic reticulum to move food across the cell membrane. They use lysosomes to move wastes across the membrane. They also use golgi apparatis to move energy across the memberane.
15921	Cell wall- that will regulate what comes in and out of the cell and across the cell membrane.Nuclear envelope- regulates what comes in and out of the nucleus wich will limit the movement in the cell membrane.
15922	Three ways a cell controls the movements across the cell membrane are, a cell membrane controls what goes where in the cell, lipids in the cell can let certain things in and other things out, and channels in the cell membrane direct where things are gonna go.
15923	Some cells will use sunlight, sugers, and salt intake to control the movement across a cell membrane.
15924	cell membranenucleussymbiosis
15925	Three processes that control the movement of substances across the cell membrane are the protists, the cell nucleus, and the flagillum
15926	Three processes used by cells to control movement across the cell membrane are active transport, cell division, and passive transport.  Active trasnsport is the movement of substances that require energy while passive transport does not require energy. Cell division is the process of a cell dividing into two and distributing the cell to the proper area.
15927	The cells use marker proteins. The cells use channel proteins. The cells use......
15928	Three processes used by cells to control movement is letting it into the cell, going to the nuleus, and then going back out.
15929	it is a portien carryer
15930	1.They use active transport to transport things in and out of the cell useing energy. 2.Passive transport also transports thing in and out of the cell but without useing energy. 3.The membrane also keeps out things that shouldn't go into the cell.
15931	Timpanic Membrane
15932	Lock and Key, only proteins that can fit into the lock are able to get into the cell.They have protector protiens that only allow certain substances in, one of them glycoprotein has a protector like a bouncer that blocks some of substances from entering, and another one receptor protein only lets in ions.and transfer proteins are ones that if they are small enough they can get through. They also have substances inside the cell that fight off the bad substances that come in.
15933	The cell uses a golgi apparatus to ship and move proteins across the cell. Ribosomes carry proteins.The cell uses a endoplasmic reticulum to move the substances throughout the cell.
15934	Prophase, Metaphase, and Anaphase.
15935	Cytoplasm provides a liquid enviornment to make the transportation of substance in and out of the cell easier.Cell membrane- has small holes in it like pores, that limits different substances from entering the cell,Nucleus controls the instructions for each part of the cell...So it gives the cell membrane basic instructions for what may come in and go out of the cell.
15936	One process that the cell membrane does is mitoisis. This is when the cell starts to make a copy of itself. Another is when miosis, this is when the cells nucleus parts into 2 and starts to divide. the final one is cell division, this is when the cell divides and now there are 2 cells.
15937	1.) Cells use fiber like hairs to touch the substances and pass them along.2.) Substances can pass straight through them to get to an organ.3.) Substances can combine to the outer membrane of a cell.
15938	Osmosis ,water on the surface continues to move into and out of the cell at a stable rate.Exocytosis, things from inside the cell exit the cell through the cell membrane.Endocytosis, things from outside of the cell move into the cell through the cell membrane.
15939	figila a whip like structure. cilia and virgialina
15940	Endocytosis is a process where things are engulfed and brung into the cell. Exocytosis is a prossed where things are taked out of the cell. Active movement moved things around the cell using energy.
15941	The plasma membrane controls what enters and leaves the cell, the cell wall surrounds the cell and the ER controls what goes on in the cell.
15942	They use active transport to control the intake and outake of water and sugars.
15943	Cells have many different parts that help them control substances across the cell membrane like Transport proteins decide what goes in,
15944	The cells use energy and they also use active transport.
15945	Diffusion, Osmosis, and absorption
15946	Cytoplasm helps slow the movement.
15947	prophase, anaphase, and telophase
15948	anaphase- where the cells are joinedTelophase-where the 2 sister cells joinProphase-where the cells slit apart
15949	The three processes used by cells to control the movement of substances across the cell membrane are:  diffusion, equillibrium, and transfusion.Diffusion is the net movement of particles across the membrane.  Equillibrium is when the cell is in equal in all parts.  Transfusion is when everything is moving across the cell.
15950	1.Cells contain the nucelus which controls how the cell functions. 2.Controls have the cell moves.                                                3.Conrtols how the cell gets food.
15951	metaphase,interphase,telophase
15952	Facilitated diffusion is a process used to get materials inside of the cell.
15953	1) transit RNA and DNA. 2) reactants3) cells protein
15954	The golgi body helps move substances across the cell membrane along with the endoplasmic retuclum, and the proteins.
15955	1. tRNA transports RNA strands across the cell to help it get to the DNA strands.2. Golgi apparatus sorts and stransports proteins for the cells use.3. Other organelles
15956	Cells use osmosis to carry water from a high concentration to a low concentration across the cell membrane.Cells use diffusion to carry materials such as carbon dioxide from a high concentration to a low concentration.Cells use facilitated diffusion to carry bigger materials such as glucose across the cell membrane.
15957	The cell membrane controls the movement of matter in and out of the nucleus through:Active transport- there is less matter outside of the cell and more is added.Passive transport- there is less matter inside the cell and more is added.Equilibrium-where the inside of the cell and the inside are equal.
15958	Osmosis, Diffusion, and Moiesis
15959	There are three main types of movement but I personly dont know them.
15960	Of these three processes, one is using pores on the membrane itself to transfer proteins and other things. Another way cells move substances throught its membrane is osmosis, by how some items can simply pass through the membrane without using the pores, such as water.
15961	POLAR , NONPOLAR TAILS, TRANSPORT PROTEINNONPOLAR TAILS REPEL WATER
15962	1. they use the blood system.2. mRNA3.
15963	The cell membrane keeps them in there. The cytoplasm helps because its what they are in. And the organelles themself.
15964	cells use miosis, which is when the cell divides. they also use osmosis, which fights off bacteria and viruses. another proccess they use is meiosis.
15965	Active transport uses energy to move things across the membrane.
15966	there are several proesses used to stop the movement of substances across the cell surface. The first process used is the process of Liquidation. this uses the water on top of the cells movement to act as a barrier to stop things getting into the cell. Second is the cell wall. this also blocks out large substances from getting into the cell and damaging it. Lastly is defences on the inside of the cell that capture and expel bad substances from the cell
15967	nucleous nucleolous and cell wall
15968	1. photosynthesis helps food generate within a cell2. mRNA helps cell3. evolution helps cell
15969	Cell Wall - Controls what enters and leaves the cell.Osmosis - Is the diffusion across a semipermeable membrame.Diffusion -
15970	Cells have a slectivly permiable membrane that blocks some unwanted substances and lets the good in. They also have a cell membrane that protects the cells organelles from substances.
15971	THEY DIFFUSE LIQUIDS FROM INSIDE TO THE OUTSIDE, THEY USE SUGARS TO TRASPORT THINGS AROUND, AND THEY HAVE ORGANELLES THAT CAN TRANSPORT THINGS AROUND THE CELL.
15972	Three processes used by the cells to control the movement of substances across the cell mebrane is called flagelum, ribosome, and golgiapperatus.
15973	there is mitisis and other ways that stuff if passed along
15974	The ribosomes transport them. Through the cytoplasm.
15975	The cell opens it's self up; digests the materal it has taken in; and shots the waste material out of the other end.
15976	translation.transcription.&mutation.
15977	Cells control movement of substances across the cell membrane by having 'gates' that decide weather the substance is wanted or not and lets it in if it's wanted or blocks it out if it's unwanted. The cells
15978	One way of moving sustances is osmosis, osmosis is the movement of water through a semi-periable membrane. Osmosis takes no effort and disposes of excess water and keeps homeostasis. Another form of moving substances is passive diffusion, which is making the enviornment inside and outside the cell equal. This takes no effort and can move more than just water but other soultions as well. Lastly, another way to move a substance is facilitated diffusion which is moving a substaince against the concentraition gradient. This method of moving substances takes effort and is diposed of through a special protein.
15979	the cell membrane is what controules the body. it tells the body what to do and what to say
15980	One is the nucleus to send messages to different things to tell them where to go. Two is the nucluic envolope to let certian things in and out. Three is certian stops or codes the oranalle catches on to, to tell it were to stop.
15981	Translation-using water to move across a cell
15982	mieosismitosis cell transformation
15983	Active Transport- water goes through the cell to bring in certain nutrientsDiffusion- fluid diffuses across the menbraneSimbiosis- fluid symbiosises across the membrane
15984	The cytoplasm helps control what can be moved throughout the cell. The Cell Membrane controls what enters and leaves the cell. The Cell wall helps protect the cell for bad things entering.
15985	Osmosis, the diffusion of water through the cell membrane.
15986	1.)Anaphase 2.)Telophase3.)Metosis4.)Meosis
15987	Three processed used by cells are fagella which helps the organism move throughout the membrane. The fagella helps the organism patroll the cell in case a disease or something came into it.
15988	the cell wall protects the cell from things getting in or out that are bad or could harm the cell in plantsthe cell membrane also keeps things from entering or exiting the cell in animals the nucleus also controls everything the cell does
15989	Cells use the cell membrane, the nucliotides, and the cytoplasm.
15990	Osmisis Faculated diffusionactive diffussion
15991	Active TransportUnactive TransportOsmosis
15992	homeostasis
15993	protein synthesisosmosismeiosis
15994	Cytokensis helps the break down enzymes allowing them to produce protiens. Then the protiens help the cell function.
15995	Diffusion, I'm not really sure? I know when stuff is to big, it goes through the protein channel? And when you cant move salt out, you take something else out, like water.
15996	protien channel-the using of energy to move substance in and out of the cellosmosis- the movement of water across the cell membranedefussion-the movement of particules from high to low consentration
15997	the flow of  cytoplasmthe movment of the cell the movment of the membrane
15998	Cells may use vacoules, passive transtport, and active transport.
15999	One process used by cells to control the movement of substances across the cell membrane would be that there is a cell membrane which is semi-permeable. Semi-permeable means that only certain things can get into the cell. This type of membrane controls the movement of substances across the cell because certain things cannot get into and then move around in the cell. Another process used by cells would be information transfer where organelles in the cell transport DNA and rNA throughout the cell's system. A third process used by cells is when the lysosome come around and sort of 'clean up' dead organells and recycle them. This affects the cell because then certain organelles are dead and can no longer help the cell or move around in it.
16000	diffusion proteinosmosis
16001	Golgi apparatus tells the cell membrane what is going in and out.Cell wall protects the cell membrane.The lysosome helps digest.
16002	WELL THEIRS THE electrial cord, electricity, and the eraticey.electrial cord sends messages to the membrane. electricity sends electrial curents to it, and eraticey dose the moe ment.
16003	remove waste,diffusion,osmosis
16004	Mutation,Meiosis,Mitosis
16005	By the flagellum. thats all  really know. sorry dawg
16006	The three processes used by cells to control the movement of substances across the cell membrane are crossing over, cleavage, and cell division.
16007	respiartion, mobement of oxygen into the celltranspiration, movement of moisture into and out of the cellcytokinesis, movement of materials through the cell membrane
16008	Endocytosis is when the cell's membrane wraps around a substance outside of the cell, and part of the membrane disolves, letting the substance inside the cell. Exocytosis is when a substance inside a cell gets wrapped inside the cell's membrane. Part of the membrane disolves, letting the substance out of the cell.
16009	They multiply.
16010	To control the movement across the cell membrane, cells can use a variety of functions to regulate subsatnces across the membrane.  They can use enzymes which act like catalyst, they can also use functions of some cells to control where substances are put in the membrane.
16011	cell wall it protects them from going out of the cell
16012	1. Evaluation2.conservation3.examination
16013	1.cells use protein to move-without protein the cells would die 2.cells use sugar-as a protein to keep them active so bloode circulates through the body.3.
16014	1. Movement of liqiuds 2. Fighting diesses
